,Rank,Release Year,Movie,Worldwide Box Office,Domestic Box Office,International Box Office
45,"1,265",2002,Space Station,"$126,513,186","$93,231,060","$33,282,126"
46,"1,266",2003,American Wedding,"$126,425,115","$104,354,205","$22,070,910"
47,"1,267",2018,The House with a Clock in its Walls,"$126,331,750","$68,549,695","$57,782,055"
48,"1,268",1989,Parenthood,"$126,297,830","$100,047,830","$26,250,000"
49,"1,269",1997,L.A. Confidential,"$126,204,977","$64,604,977","$61,600,000"
50,"1,270",2014,Sex Tape,"$126,069,509","$38,543,473","$87,526,036"
51,"1,271",1983,Staying Alive,"$126,041,474","$63,841,474","$62,200,000"
52,"1,272",2009,Coraline,"$126,037,057","$75,286,229","$50,750,828"
53,"1,273",1985,The Dream is Alive,"$125,900,000","$125,900,000",$0
54,"1,274",2003,"Legally Blonde 2: Red, White & Blonde","$125,339,088","$90,639,088","$34,700,000"
55,"1,275",1997,I Know What You Did Last Summer,"$125,250,091","$72,250,091","$53,000,000"
56,"1,276",1982,First Blood,"$125,212,904","$47,212,904","$78,000,000"
57,"1,277",2004,Resident Evil: Apocalypse,"$125,168,734","$50,740,078","$74,428,656"
58,"1,278",1982,Rocky III,"$125,049,125","$125,049,125",$0
59,"1,279",2017,Happy Death Day,"$125,010,260","$55,683,845","$69,326,415"
60,"1,280",2015,Fack ju Gohte 2,"$125,000,000",$0,"$125,000,000"
61,"1,281",1964,Goldfinger,"$124,900,000","$51,100,000","$73,800,000"
62,"1,282",2016,Ride Along 2,"$124,827,316","$90,862,685","$33,964,631"
63,"1,283",2004,Ray,"$124,823,094","$75,305,995","$49,517,099"
64,"1,284",2000,The Family Man,"$124,715,863","$75,764,085","$48,951,778"
65,"1,285",2019,Geukhanjikeob,"$124,596,178","$1,565,885","$123,030,293"
66,"1,286",2009,Invictus,"$124,514,011","$37,491,364","$87,022,647"
67,"1,287",1999,The Thomas Crown Affair,"$124,304,264","$69,304,264","$55,000,000"
68,"1,288",1991,City Slickers,"$124,033,791","$124,033,791",$0
69,"1,289",2003,Big Fish,"$123,954,323","$66,432,867","$57,521,456"
70,"1,290",1987,Good Morning Vietnam,"$123,922,370","$123,922,370",$0
71,"1,291",2005,Hide and Seek,"$123,696,741","$51,100,486","$72,596,255"
72,"1,292",2012,Chronicle,"$123,681,790","$64,575,175","$59,106,615"
73,"1,293",2015,Magic Mike XXL,"$123,660,597","$66,013,057","$57,647,540"
74,"1,294",2013,Walking with Dinosaurs,"$123,368,842","$36,076,121","$87,292,721"
75,"1,295",1998,The Wedding Singer,"$123,345,725","$80,245,725","$43,100,000"
76,"1,296",2014,The Theory of Everything,"$123,327,692","$35,893,537","$87,434,155"
77,"1,297",2017,The Lego Ninjago Movie,"$122,737,201","$59,281,555","$63,455,646"
78,"1,298",2016,Deepwater Horizon,"$122,603,824","$61,433,527","$61,170,297"
79,"1,299",2014,The Nut Job,"$122,529,966","$64,251,538","$58,278,428"
80,"1,300",2015,Tian jiang xiong shi,"$122,519,874","$74,070","$122,445,804"
1,"1,301",2009,Hotel for Dogs,"$122,357,172","$73,178,547","$49,178,625"
2,"1,302",2001,Save the Last Dance,"$122,244,329","$91,038,276","$31,206,053"
3,"1,303",1995,Mortal Kombat,"$122,133,227","$70,433,227","$51,700,000"
4,"1,304",1996,Executive Decision,"$122,079,192","$56,679,192","$65,400,000"
5,"1,305",2004,The Princess Diaries 2: Royal Engagement,"$122,071,435","$95,149,435","$26,922,000"
6,"1,306",2015,Bajrangi Bhaijaan,"$121,778,347","$8,178,001","$113,600,346"
7,"1,307",1982,Poltergeist,"$121,706,019","$74,706,019","$47,000,000"
8,"1,308",2005,Sahara,"$121,671,925","$68,671,925","$53,000,000"
9,"1,309",2003,Intolerable Cruelty,"$121,327,628","$35,327,628","$86,000,000"
10,"1,310",1997,Starship Troopers,"$121,100,000","$54,768,952","$66,331,048"
11,"1,311",2006,Apocalypto,"$121,032,272","$50,866,635","$70,165,637"
12,"1,312",2012,Parental Guidance,"$120,832,383","$77,267,296","$43,565,087"
13,"1,313",1976,To Fly!,"$120,700,000","$86,600,000","$34,100,000"
14,"1,314",2015,Tang ren jie tan an,"$120,643,551","$459,832","$120,183,719"
15,"1,315",2006,Eight Below,"$120,455,994","$81,612,565","$38,843,429"
16,"1,316",2015,Insidious Chapter 3,"$120,453,155","$52,218,558","$68,234,597"
17,"1,317",1987,Lethal Weapon,"$120,192,350","$65,192,350","$55,000,000"
18,"1,318",1997,Volcano,"$120,100,000","$47,546,796","$72,553,204"
19,"1,319",1994,Star Trek: Generations,"$120,000,000","$75,671,262","$44,328,738"
20,"1,320",2014,Qu'est ce qu'on a fait au bon dieu,"$120,000,000",$0,"$120,000,000"
1,"1,321",1990,Rocky V,"$119,946,358","$40,946,358","$79,000,000"
2,"1,322",2003,Jeepers Creepers II,"$119,923,801","$35,623,801","$84,300,000"
3,"1,323",1996,Michael,"$119,745,070","$95,345,070","$24,400,000"
4,"1,324",2000,Road Trip,"$119,739,110","$68,525,609","$51,213,501"
5,"1,325",2018,Instant Family,"$119,736,188","$67,363,237","$52,372,951"
6,"1,326",2002,Spy Kids 2: The Island of Lost Dreams,"$119,721,296","$85,846,296","$33,875,000"
7,"1,327",2009,Surrogates,"$119,668,350","$38,577,772","$81,090,578"
8,"1,328",2009,Red Cliff,"$119,627,047","$627,047","$119,000,000"
9,"1,329",2007,Charlie Wilson's War,"$119,512,771","$66,661,095","$52,851,676"
10,"1,330",1974,Blazing Saddles,"$119,500,000","$119,500,000",$0
11,"1,331",2016,I Belonged to You,"$119,418,869","$743,507","$118,675,362"
12,"1,332",2006,The Omen,"$119,295,584","$54,607,383","$64,688,201"
13,"1,333",1981,On Golden Pond,"$119,285,432","$119,285,432",$0
14,"1,334",2016,Allied,"$119,266,661","$40,098,064","$79,168,597"
15,"1,335",1994,Beverly Hills Cop III,"$119,180,938","$42,586,861","$76,594,077"
16,"1,336",2002,Unfaithful,"$119,114,494","$52,752,475","$66,362,019"
17,"1,337",2018,Wu Wen Xi Dong,"$119,035,160",$0,"$119,035,160"
18,"1,338",2019,The Upside,"$119,024,536","$108,235,497","$10,789,039"
19,"1,339",2016,The Shallows,"$118,763,442","$55,121,623","$63,641,819"
20,"1,340",2011,We Bought a Zoo,"$118,729,073","$75,624,550","$43,104,523"
21,"1,341",2006,Barnyard: The Original Party Animals,"$118,583,844","$72,779,000","$45,804,844"
22,"1,342",2008,Body of Lies,"$118,556,530","$39,394,666","$79,161,864"
23,"1,343",2007,Disturbia,"$118,537,627","$80,818,974","$37,718,653"
24,"1,344",2012,Hua Pi 2,"$118,528,842","$33,212","$118,495,630"
25,"1,345",2016,The Purge: Election Year,"$118,514,727","$79,042,440","$39,472,287"
26,"1,346",2019,Fan Tang Feng Bao 4,"$118,218,415",$0,"$118,218,415"
27,"1,347",2008,Saw V,"$118,209,778","$56,746,769","$61,463,009"
28,"1,348",2018,Huang Qiang Zou Ban,"$118,128,641","$551,196","$117,577,445"
29,"1,349",2004,Shall We Dance?,"$118,097,882","$57,887,882","$60,210,000"
30,"1,350",2013,Kaze Tachinu,"$117,924,700","$5,201,879","$112,722,821"
31,"1,351",1998,Star Trek: Insurrection,"$117,800,000","$70,187,658","$47,612,342"
32,"1,352",2010,A Nightmare on Elm Street,"$117,729,621","$63,075,011","$54,654,610"
33,"1,353",1994,The Client,"$117,615,211","$92,115,211","$25,500,000"
34,"1,354",1999,Blue Streak,"$117,448,157","$68,208,190","$49,239,967"
35,"1,355",2016,Why Him?,"$117,425,156","$60,323,786","$57,101,370"
36,"1,356",2018,Game Night,"$117,378,084","$69,179,066","$48,199,018"
37,"1,357",1993,Dennis the Menace,"$117,270,765","$51,270,765","$66,000,000"
38,"1,358",2004,The Forgotten,"$117,211,892","$66,711,892","$50,500,000"
39,"1,359",2015,Lang Tu Teng,"$117,101,252","$212,616","$116,888,636"
40,"1,360",2003,Lost in Translation,"$117,085,297","$44,585,453","$72,499,844"
41,"1,361",2002,Snow Dogs,"$116,898,028","$81,150,692","$35,747,336"
42,"1,362",2011,Water for Elephants,"$116,809,717","$58,709,717","$58,100,000"
43,"1,363",2009,Earth,"$116,773,317","$32,011,576","$84,761,741"
44,"1,364",1998,The Siege,"$116,625,798","$40,934,175","$75,691,623"
45,"1,365",1993,Sliver,"$116,280,867","$36,280,867","$80,000,000"
46,"1,366",2004,Closer,"$116,177,695","$33,987,757","$82,189,938"
47,"1,367",2018,Dragon Ball Super: Broly,"$116,134,920","$30,376,755","$85,758,165"
48,"1,368",2016,Finding Mr Right 2,"$116,100,802",$0,"$116,100,802"
49,"1,369",2012,Pitch Perfect,"$116,044,347","$65,001,093","$51,043,254"
50,"1,370",2004,The Notebook,"$116,025,023","$81,001,787","$35,023,236"
51,"1,371",1971,Diamonds Are Forever,"$116,000,000","$43,800,000","$72,200,000"
52,"1,372",2016,Da Huo Zhong,"$116,000,000",$0,"$116,000,000"
53,"1,373",2013,Si Ren Ding Zhi,"$115,889,225","$369,225","$115,520,000"
54,"1,374",2012,The Iron Lady,"$115,592,104","$29,959,436","$85,632,668"
55,"1,375",2009,Bride Wars,"$115,150,424","$58,715,510","$56,434,914"
56,"1,376",2013,Warm Bodies,"$115,121,608","$66,380,662","$48,740,946"
57,"1,377",1986,"The Karate Kid, Part II","$115,103,979","$115,103,979",$0
58,"1,378",2018,Xi You Ji Nu Er Guo,"$115,089,944","$187,074","$114,902,870"
59,"1,379",1984,Romancing the Stone,"$115,078,260","$75,078,260","$40,000,000"
60,"1,380",2004,Finding Neverland,"$115,036,108","$51,676,606","$63,359,502"
61,"1,381",1995,Get Shorty,"$115,021,008","$72,021,008","$43,000,000"
62,"1,382",2013,Saving Mr. Banks,"$114,962,525","$83,299,761","$31,662,764"
63,"1,383",2006,The Lake House,"$114,830,111","$52,330,111","$62,500,000"
64,"1,384",2005,Corpse Bride,"$114,770,654","$53,359,111","$61,411,543"
65,"1,385",2002,We Were Soldiers,"$114,658,262","$78,120,196","$36,538,066"
66,"1,386",2003,Freddy vs. Jason,"$114,576,403","$82,622,655","$31,953,748"
67,"1,387",2000,Coyote Ugly,"$113,916,474","$60,786,269","$53,130,205"
68,"1,388",2008,Changeling,"$113,805,580","$35,739,802","$78,065,778"
69,"1,389",2002,Insomnia,"$113,622,499","$67,263,182","$46,359,317"
70,"1,390",2001,The Score,"$113,542,091","$71,069,884","$42,472,207"
71,"1,391",1995,Judge Dredd,"$113,487,912","$34,687,912","$78,800,000"
72,"1,392",2017,The Dark Tower,"$113,461,527","$50,701,325","$62,760,202"
73,"1,393",2006,Underworld: Evolution,"$113,417,762","$62,318,875","$51,098,887"
74,"1,394",2013,Prisoners,"$113,402,302","$61,002,302","$52,400,000"
75,"1,395",2012,Think Like a Man,"$113,373,764","$91,547,205","$21,826,559"
76,"1,396",1995,Species,"$113,354,449","$60,054,449","$53,300,000"
77,"1,397",2007,Arthur et les Minimoys,"$113,325,743","$15,132,763","$98,192,980"
78,"1,398",1996,Striptease,"$113,309,743","$33,109,743","$80,200,000"
79,"1,399",2010,Cats & Dogs: The Revenge of Kitty Galore,"$113,026,383","$43,585,753","$69,440,630"
80,"1,400",2008,The Reader,"$112,964,875","$34,194,407","$78,770,468"
1,"1,401",2013,Last Vegas,"$112,914,167","$63,914,167","$49,000,000"
2,"1,402",2006,Final Destination 3,"$112,798,051","$54,098,051","$58,700,000"
3,"1,403",2010,Tooth Fairy,"$112,610,386","$60,022,256","$52,588,130"
4,"1,404",2014,Where Are We Going Dad?,"$112,370,000",$0,"$112,370,000"
5,"1,405",2008,Rambo,"$112,214,531","$42,754,105","$69,460,426"
6,"1,406",2000,Final Destination,"$112,036,870","$53,302,314","$58,734,556"
7,"1,407",1965,Doctor Zhivago,"$112,036,323","$111,897,830","$138,493"
8,"1,408",1994,Frankenstein,"$112,006,296","$22,006,296","$90,000,000"
9,"1,409",2014,The Boxtrolls,"$111,946,251","$50,837,305","$61,108,946"
10,"1,410",2019,Wonder Park,"$111,874,495","$45,200,562","$66,673,933"
11,"1,411",2002,The Pianist,"$111,854,182","$32,519,322","$79,334,860"
12,"1,412",1967,You Only Live Twice,"$111,600,000","$43,100,000","$68,500,000"
13,"1,413",2014,The Purge: Anarchy,"$111,534,881","$71,562,550","$39,972,331"
14,"1,414",2004,White Chicks,"$111,448,997","$69,148,997","$42,300,000"
15,"1,415",2016,The 5th Wave,"$111,336,398","$34,912,982","$76,423,416"
16,"1,416",2011,Moneyball,"$111,300,835","$75,605,492","$35,695,343"
17,"1,417",2006,Step Up,"$110,989,157","$65,328,121","$45,661,036"
18,"1,418",1995,The Net,"$110,521,733","$50,621,733","$59,900,000"
19,"1,419",1995,Casino,"$110,400,000","$42,438,300","$67,961,700"
20,"1,420",2013,Free Birds,"$110,387,072","$55,750,480","$54,636,592"
1,"1,421",2017,Buddies in India,"$110,203,801","$292,662","$109,911,139"
2,"1,422",2002,Peter Pan: Return to Neverland,"$109,862,682","$48,430,258","$61,432,424"
3,"1,423",2005,The Dukes of Hazzard,"$109,848,461","$80,270,227","$29,578,234"
4,"1,424",2006,Hoodwinked,"$109,843,390","$51,386,611","$58,456,779"
5,"1,425",2004,Sideways,"$109,793,192","$71,502,303","$38,290,889"
6,"1,426",2016,Mechanic: Resurrection,"$109,738,840","$21,218,403","$88,520,437"
7,"1,427",1982,Porky's,"$109,492,484","$109,492,484",$0
8,"1,428",2009,MÃ¤n som hatar kvinnor,"$109,421,911","$12,749,992","$96,671,919"
9,"1,429",2008,Fool's Gold,"$109,362,966","$70,231,041","$39,131,925"
10,"1,430",2000,Billy Elliot,"$109,253,745","$21,995,263","$87,258,482"
11,"1,431",2005,The Amityville Horror,"$109,175,673","$65,233,369","$43,942,304"
12,"1,432",1975,One Flew Over the Cuckoo's Nest,"$108,997,629","$108,981,275","$16,354"
13,"1,433",2009,Planet 51,"$108,996,113","$42,194,060","$66,802,053"
14,"1,434",2014,Seventh Son,"$108,874,967","$17,725,785","$91,149,182"
15,"1,435",2016,Neighbors 2: Sorority Rising,"$108,757,621","$55,340,730","$53,416,891"
16,"1,436",2010,Hereafter,"$108,660,270","$32,746,941","$75,913,329"
17,"1,437",2014,Pompeii,"$108,469,033","$23,169,033","$85,300,000"
18,"1,438",1994,Junior,"$108,431,355","$36,763,355","$71,668,000"
19,"1,439",1983,Terms of Endearment,"$108,423,489","$108,423,489",$0
20,"1,440",2016,10 Cloverfield Lane,"$108,286,422","$72,082,999","$36,203,423"
21,"1,441",1981,Superman II,"$108,185,706","$108,185,706",$0
22,"1,442",2012,ParaNorman,"$108,119,662","$56,003,051","$52,116,611"
23,"1,443",2018,Meitantei Conan: Zero no ShikkÃ´nin,"$108,105,223",$0,"$108,105,223"
24,"1,444",2004,Hidalgo,"$108,086,731","$67,286,731","$40,800,000"
25,"1,445",2009,Confessions of a Shopaholic,"$108,027,701","$44,277,350","$63,750,351"
26,"1,446",2003,The Texas Chainsaw Massacre,"$107,967,319","$80,571,655","$27,395,664"
27,"1,447",1995,The American President,"$107,822,813","$60,022,813","$47,800,000"
28,"1,448",1999,Three Kings,"$107,752,036","$60,652,036","$47,100,000"
29,"1,449",2015,Paul Blart: Mall Cop 2,"$107,650,646","$71,091,594","$36,559,052"
30,"1,450",2006,The Santa Clause 3: The Escape Clause,"$107,500,122","$84,500,122","$23,000,000"
31,"1,451",2008,Transporter 3,"$107,235,592","$31,715,062","$75,520,530"
32,"1,452",1994,Ace Ventura: Pet Detective,"$107,217,396","$72,217,396","$35,000,000"
33,"1,453",2004,The Chronicles of Riddick,"$107,212,751","$57,712,751","$49,500,000"
34,"1,454",2000,Shaft,"$107,190,108","$70,327,868","$36,862,240"
35,"1,455",2002,About Schmidt,"$107,054,484","$65,005,217","$42,049,267"
36,"1,456",2014,The Breakup Guru,"$106,798,959","$208,959","$106,590,000"
37,"1,457",1989,Driving Miss Daisy,"$106,593,296","$106,593,296",$0
38,"1,458",2008,Made of Honor,"$106,548,738","$46,012,734","$60,536,004"
39,"1,459",2002,Spirit: Stallion of the Cimarron,"$106,515,310","$73,215,310","$33,300,000"
40,"1,460",2015,Get Hard,"$106,511,453","$90,411,453","$16,100,000"
41,"1,461",2019,Boonie Bears:Blast Into The Past,"$106,344,552",$0,"$106,344,552"
42,"1,462",1995,Mr. Hollandâs Opus,"$106,282,604","$82,582,604","$23,700,000"
43,"1,463",1979,Kramer vs. Kramer,"$106,260,000","$106,260,000",$0
44,"1,464",2015,Sisters,"$106,030,660","$87,044,645","$18,986,015"
45,"1,465",2000,Mission to Mars,"$106,000,000","$60,874,615","$45,125,385"
46,"1,466",2014,Horrible Bosses 2,"$105,945,357","$54,445,357","$51,500,000"
47,"1,467",2010,Life as We Know It,"$105,887,837","$53,374,681","$52,513,156"
48,"1,468",2019,Pet Sematary,"$105,770,717","$53,878,869","$51,891,848"
49,"1,469",2019,The Curse of La Llorona,"$105,383,339","$49,083,339","$56,300,000"
50,"1,470",2005,The Brothers Grimm,"$105,299,638","$37,899,638","$67,400,000"
51,"1,471",2018,First Man,"$105,203,825","$44,936,545","$60,267,280"
52,"1,472",2008,Forgetting Sarah Marshall,"$105,173,042","$63,172,463","$42,000,579"
53,"1,473",2001,Along Came a Spider,"$105,159,085","$74,058,698","$31,100,387"
54,"1,474",2009,Race to Witch Mountain,"$105,103,784","$67,172,595","$37,931,189"
55,"1,475",2016,Dirty Grandpa,"$105,078,449","$35,593,113","$69,485,336"
56,"1,476",2005,Cinderella Man,"$105,021,488","$61,649,911","$43,371,577"
57,"1,477",2015,Chappie,"$105,002,056","$31,569,268","$73,432,788"
58,"1,478",2015,The Man From U.N.C.L.E.,"$104,949,584","$45,445,109","$59,504,475"
59,"1,479",1993,Made In America,"$104,942,695","$44,942,695","$60,000,000"
60,"1,480",2012,The Campaign,"$104,907,746","$86,907,746","$18,000,000"
61,"1,481",2016,Cold War 2,"$104,529,486","$560,824","$103,968,662"
62,"1,482",2001,Training Day,"$104,505,362","$76,261,036","$28,244,326"
63,"1,483",2008,Vicky Cristina Barcelona,"$104,504,817","$23,216,709","$81,288,108"
64,"1,484",2001,Donât Say a Word,"$104,488,383","$54,997,476","$49,490,907"
65,"1,485",1967,The Graduate,"$104,433,943","$104,397,102","$36,841"
66,"1,486",2002,The Tuxedo,"$104,429,625","$50,586,000","$53,843,625"
67,"1,487",2006,The Prestige,"$104,407,366","$53,089,891","$51,317,475"
68,"1,488",1996,Dragonheart,"$104,364,680","$51,364,680","$53,000,000"
69,"1,489",1995,Under Siege 2: Dark Territory,"$104,324,083","$50,024,083","$54,300,000"
70,"1,490",2011,Sanctum,"$104,283,753","$23,209,310","$81,074,443"
71,"1,491",1978,Every Which Way but Loose,"$104,268,727","$104,268,727",$0
72,"1,492",1999,Eyes Wide Shut,"$104,267,443","$55,691,208","$48,576,235"
73,"1,493",2017,Along With The Gods: The Two Worlds,"$104,133,618","$1,908,822","$102,224,796"
74,"1,494",2013,Gangster Squad,"$104,100,903","$46,000,903","$58,100,000"
75,"1,495",1998,Snake Eyes,"$103,891,409","$55,591,409","$48,300,000"
76,"1,496",2004,Saw,"$103,880,027","$55,968,727","$47,911,300"
77,"1,497",2002,Resident Evil,"$103,787,401","$40,119,709","$63,667,692"
78,"1,498",2013,Escape Plan,"$103,735,965","$25,135,965","$78,600,000"
79,"1,499",2017,Wukong,"$103,651,195",$0,"$103,651,195"
80,"1,500",2004,Dawn of the Dead,"$103,452,875","$58,990,765","$44,462,110"
1,"1,501",2007,The Water Horse: Legend of the Deep,"$103,429,755","$40,412,817","$63,016,938"
2,"1,502",2014,Ouija,"$103,300,632","$50,856,010","$52,444,622"
3,"1,503",1980,Nine to Five,"$103,300,147","$103,290,500","$9,647"
4,"1,504",2000,Rugrats in Paris,"$103,284,813","$76,501,438","$26,783,375"
5,"1,505",2014,Birdman or (The Unexpected Virtue of Ignorance),"$103,215,094","$42,340,598","$60,874,496"
6,"1,506",1998,T-Rex: Back to the Cretaceous,"$103,043,249","$53,743,249","$49,300,000"
7,"1,507",2014,Transcendence,"$103,039,258","$23,022,309","$80,016,949"
8,"1,508",2012,Project X,"$103,028,188","$54,731,865","$48,296,323"
9,"1,509",2018,Night School,"$103,008,792","$77,339,130","$25,669,662"
10,"1,510",2001,Jimmy Neutron: Boy Genius,"$102,992,536","$80,936,232","$22,056,304"
11,"1,511",2013,Blue Jasmine,"$102,912,961","$33,404,871","$69,508,090"
12,"1,512",2009,My Bloody Valentine,"$102,836,002","$51,545,952","$51,290,050"
13,"1,513",1996,The Cable Guy,"$102,825,796","$60,240,295","$42,585,501"
14,"1,514",2005,The Hitchhiker's Guide to the Galaxy,"$102,746,214","$51,019,112","$51,727,102"
15,"1,515",2010,Love and Other Drugs,"$102,716,321","$32,367,005","$70,349,316"
16,"1,516",1996,Primal Fear,"$102,573,633","$56,073,633","$46,500,000"
17,"1,517",2009,Ghosts of Girlfriends Past,"$102,512,802","$55,250,026","$47,262,776"
18,"1,518",2017,Jigsaw,"$102,445,196","$38,052,832","$64,392,364"
19,"1,519",2008,Pineapple Express,"$102,404,019","$87,341,380","$15,062,639"
20,"1,520",2004,Ladder 49,"$102,332,848","$74,541,707","$27,791,141"
1,"1,521",2009,The Time Traveler's Wife,"$102,332,135","$63,414,846","$38,917,289"
2,"1,522",1969,Butch Cassidy and the Sundance Kid,"$102,310,653","$102,308,900","$1,753"
3,"1,523",2015,Vacation,"$102,306,500","$58,884,188","$43,422,312"
4,"1,524",1964,Mary Poppins,"$102,272,145","$102,272,145",$0
5,"1,525",2009,Zombieland,"$102,236,596","$75,590,286","$26,646,310"
6,"1,526",2002,John Q,"$102,226,631","$71,026,631","$31,200,000"
7,"1,527",2005,Guess Who,"$102,115,888","$68,915,888","$33,200,000"
8,"1,528",1994,Timecop,"$102,053,581","$44,853,581","$57,200,000"
9,"1,529",2004,Kung Fu Hustle,"$102,034,104","$17,104,669","$84,929,435"
10,"1,530",2015,The Little Prince,"$102,028,919","$1,311,213","$100,717,706"
